month_year,state,district,pincode,assi,anom_score,type
2025-11,Gujarat,Bharuch,392030,13.700000000000001,4.653846153846154,MoM Spike
2025-11,Gujarat,Bhavnagar,364003,70.5,4.143884892086331,MoM Spike
2025-11,Gujarat,Bhavnagar,364280,60.6,3.338028169014084,MoM Spike
2025-11,Gujarat,Bhavnagar,364505,116.2,6.234567901234567,MoM Spike
2025-11,Gujarat,Botad,382250,10.0,3.782608695652174,MoM Spike
2025-11,Gujarat,Botad,382255,23.7,3.4909090909090907,MoM Spike
2025-06,Gujarat,Chhotaudepur,391110,65.5,19.781249999999996,MoM Spike
2025-11,Gujarat,Chhotaudepur,391175,15.3,4.258064516129033,MoM Spike
2025-11,Gujarat,Dahod,389146,62.8,3.5899280575539567,MoM Spike
2025-11,Gujarat,Dahod,389180,263.20000000000005,3.6350877192982463,MoM Spike
2025-07,Gujarat,Devbhumi Dwarka,360590,36.0,7.043478260869565,MoM Spike
2025-11,Gujarat,Devbhumi Dwarka,361010,35.4,5.867924528301886,MoM Spike
2025-11,Gujarat,Devbhumi Dwarka,361347,25.800000000000004,3.4666666666666672,MoM Spike
2025-06,Gujarat,Dohad,389140,92.5,30.166666666666668,MoM Spike
2025-06,Gujarat,Dohad,389151,441.8,20.288461538461537,MoM Spike
2025-07,Gujarat,Dohad,389152,242.1,21.933962264150942,MoM Spike
2025-07,Gujarat,Dohad,389154,276.0,31.976190476190478,MoM Spike
2025-06,Gujarat,Dohad,389155,179.6,13.564516129032256,MoM Spike
2025-06,Gujarat,Dohad,389170,298.3,54.42592592592593,MoM Spike
2025-06,Gujarat,Dohad,389180,266.8,36.19444444444445,MoM Spike
2025-11,Gujarat,Gandhinagar,382308,67.8,4.830508474576271,MoM Spike
2025-11,Gujarat,Gandhinagar,382735,28.0,3.7540983606557377,MoM Spike
2025-11,Gujarat,Gandhinagar,382810,52.900000000000006,3.6465517241379315,MoM Spike
2025-07,Gujarat,Gir Somnath,362268,472.1,4.363945578231292,MoM Spike
2025-07,Gujarat,Jamnagar,360490,103.0,33.666666666666664,MoM Spike
2025-05,Gujarat,Jamnagar,360540,21.8,4.181818181818181,MoM Spike
2025-05,Gujarat,Jamnagar,361013,29.0,3.6875,MoM Spike
2025-11,Gujarat,Junagadh,362037,25.299999999999997,3.383333333333333,MoM Spike
2025-11,Gujarat,Junagadh,362222,11.4,3.769230769230769,MoM Spike
2025-09,Gujarat,Junagadh,362266,18.1,4.026315789473684,MoM Spike
2025-09,Gujarat,Junagadh,362275,36.1,3.416666666666667,MoM Spike
2025-11,Gujarat,Kachchh,370001,346.20000000000005,4.053857350800583,MoM Spike
2025-11,Gujarat,Kachchh,370427,26.8,4.5600000000000005,MoM Spike
2025-11,Gujarat,Kachchh,370430,34.1,4.318181818181818,MoM Spike
2025-12,Gujarat,Kachchh,370620,52.6,4.955555555555556,MoM Spike
2025-11,Gujarat,Kheda,387210,21.1,17.416666666666668,MoM Spike
2025-11,Gujarat,Kheda,387305,23.400000000000002,4.545454545454546,MoM Spike
2025-11,Gujarat,Kheda,387345,16.5,6.0,MoM Spike
2025-11,Gujarat,Kheda,387355,34.1,4.9491525423728815,MoM Spike
2025-12,Gujarat,Kheda,387375,18.1,3.340909090909091,MoM Spike
2025-11,Gujarat,Kheda,387380,28.4,3.8196721311475406,MoM Spike
2025-11,Gujarat,Kheda,387710,13.9,3.806451612903226,MoM Spike
2025-07,Gujarat,Kheda,388255,150.7,6.293269230769229,MoM Spike
2025-11,Gujarat,Mahesana,382705,69.2,7.666666666666665,MoM Spike
2025-11,Gujarat,Mahesana,382732,31.0,3.5714285714285716,MoM Spike
2025-11,Gujarat,Mahesana,382815,12.700000000000001,8.133333333333335,MoM Spike
2025-11,Gujarat,Mahesana,382830,43.400000000000006,6.92857142857143,MoM Spike
2025-11,Gujarat,Mahesana,384215,18.4,5.928571428571428,MoM Spike
2025-11,Gujarat,Mahesana,384340,11.299999999999999,5.473684210526315,MoM Spike
2025-11,Gujarat,Mahesana,384430,14.9,6.95,MoM Spike
2025-11,Gujarat,Mahesana,384435,23.1,5.513513513513514,MoM Spike
2025-11,Gujarat,Mahisagar,389172,24.3,3.3620689655172415,MoM Spike
2025-07,Gujarat,Mahisagar,389210,157.5,13.952830188679243,MoM Spike
2025-11,Gujarat,Navsari,396406,8.6,3.3636363636363633,MoM Spike
2025-11,Gujarat,Navsari,396436,55.1,4.783505154639174,MoM Spike
2025-11,Gujarat,Navsari,396460,16.1,6.772727272727273,MoM Spike
2025-11,Gujarat,Panchmahals,389232,4.1,4.1,MoM Spike
2025-11,Gujarat,Patan,384230,21.0,4.6410256410256405,MoM Spike
2025-05,Gujarat,Surat,394235,44.2,4.136363636363637,MoM Spike
2025-11,Gujarat,Surat,394248,33.9,4.453125,MoM Spike
2025-11,Gujarat,Surat,394320,8.7,4.705882352941176,MoM Spike
2025-11,Gujarat,Surat,394325,18.4,3.8499999999999996,MoM Spike
2025-11,Gujarat,Surat,394405,29.9,3.4782608695652177,MoM Spike
2025-11,Gujarat,Surat,394421,15.5,12.750000000000002,MoM Spike
2025-11,Gujarat,Surat,394620,21.2,5.529411764705883,MoM Spike
2025-07,Gujarat,Surat,395007,449.79999999999995,4.720812182741115,MoM Spike
2025-11,Gujarat,Surendra Nagar,363351,7.4,6.0,MoM Spike
2025-11,Gujarat,Surendra Nagar,382130,7.1,7.1,MoM Spike
2025-11,Gujarat,Vadodara,391135,24.700000000000003,3.508771929824562,MoM Spike
2025-11,Gujarat,Vadodara,391530,49.400000000000006,4.250000000000001,MoM Spike
2025-06,Gujarat,Vadodara,391780,35.0,3.3902439024390247,MoM Spike
2025-07,Gujarat,Valsad,396120,52.800000000000004,3.338709677419355,MoM Spike
2025-11,Gujarat,Valsad,396120,66.4,6.406593406593406,MoM Spike
2025-11,Gujarat,Valsad,396130,13.600000000000001,4.407407407407408,MoM Spike
2025-09,Gujarat,Valsad,396240,29.5,5.1,MoM Spike
2025-11,Haryana,Bhiwani,127025,39.2,3.785714285714286,MoM Spike
2025-07,Haryana,Bhiwani,127046,167.4,5.145985401459853,MoM Spike
2025-06,Haryana,Faridabad,121002,415.5,3.507575757575758,MoM Spike
2025-07,Haryana,Faridabad,121102,21.200000000000003,5.166666666666667,MoM Spike
2025-06,Haryana,Gurugram,122001,322.0,15.564102564102564,MoM Spike
2025-07,Haryana,Kaithal,136033,158.60000000000002,4.86764705882353,MoM Spike
2025-07,Haryana,Kaithal,136044,78.60000000000001,5.982456140350878,MoM Spike
2025-07,Haryana,Kaithal,136117,430.6,5.148148148148149,MoM Spike
2025-07,Haryana,Kurukshetra,136132,109.2,4.739583333333334,MoM Spike
2025-07,Haryana,Mewat,122103,125.2,6.25287356321839,MoM Spike
2025-07,Haryana,Mewat,122104,171.0,3.3434343434343434,MoM Spike
2025-05,Haryana,Mewat,122508,1037.0,3.4799309451877423,MoM Spike
2025-07,Haryana,Panchkula,133301,30.0,4.166666666666667,MoM Spike
2025-06,Haryana,Panchkula,134108,22.200000000000003,3.461538461538462,MoM Spike
2025-07,Haryana,Panchkula,134109,190.10000000000002,3.5500000000000007,MoM Spike
2025-07,Haryana,Panchkula,134112,77.6,3.974683544303797,MoM Spike
2025-09,Haryana,Panipat,132105,39.400000000000006,3.5909090909090913,MoM Spike
2025-07,Haryana,Rewari,123412,38.400000000000006,4.051282051282052,MoM Spike
2025-07,Haryana,Sirsa,125201,172.0,3.8870056497175143,MoM Spike
2025-07,Haryana,Yamuna Nagar,135021,73.80000000000001,3.452380952380953,MoM Spike
2025-09,Himachal Pradesh,Chamba,176207,71.2,3.5696202531645573,MoM Spike
2025-11,Himachal Pradesh,Chamba,176301,63.7,3.8646616541353387,MoM Spike
2025-11,Himachal Pradesh,Chamba,176303,67.2,4.683333333333334,MoM Spike
2025-09,Himachal Pradesh,Chamba,176306,18.9,5.633333333333333,MoM Spike
2025-09,Himachal Pradesh,Chamba,176316,100.0,12.289473684210526,MoM Spike
2025-09,Himachal Pradesh,Chamba,176319,21.299999999999997,4.0681818181818175,MoM Spike
2025-11,Himachal Pradesh,Chamba,176319,74.5,6.259615384615384,MoM Spike
2025-09,Himachal Pradesh,Chamba,176321,62.3,8.890625,MoM Spike
2025-09,Himachal Pradesh,Hamirpur,177040,17.3,3.575,MoM Spike
2025-09,Himachal Pradesh,Kangra,176027,63.10000000000001,5.284313725490196,MoM Spike
2025-09,Himachal Pradesh,Kangra,176036,39.7,5.359375,MoM Spike
2025-09,Himachal Pradesh,Kangra,176083,40.5,4.060975609756097,MoM Spike
2025-10,Himachal Pradesh,Kangra,176085,38.1,3.3932584269662924,MoM Spike
2025-07,Himachal Pradesh,Kullu,175101,57.900000000000006,3.530769230769231,MoM Spike
2025-10,Himachal Pradesh,Kullu,175103,11.100000000000001,6.562500000000001,MoM Spike
2025-10,Himachal Pradesh,Kullu,175136,20.700000000000003,8.863636363636365,MoM Spike
2025-12,Himachal Pradesh,Lahul And Spiti,172117,9.5,4.0,MoM Spike
2025-09,Himachal Pradesh,Mandi,175004,15.5,3.3421052631578942,MoM Spike
2025-09,Himachal Pradesh,Mandi,175035,21.200000000000003,5.937500000000001,MoM Spike
2025-10,Himachal Pradesh,Mandi,175106,39.8,3.636363636363636,MoM Spike
2025-10,Himachal Pradesh,Mandi,175121,75.5,3.664634146341464,MoM Spike
2025-10,Himachal Pradesh,Mandi,175123,10.0,4.5,MoM Spike
2025-11,Himachal Pradesh,Shimla,171219,20.8,3.8444444444444446,MoM Spike
2025-11,Himachal Pradesh,Shimla,171223,10.1,3.44,MoM Spike
2025-06,Himachal Pradesh,Solan,173233,20.6,4.684210526315789,MoM Spike
2025-09,Himachal Pradesh,Una,174301,49.1,3.726415094339622,MoM Spike
2025-07,Himachal Pradesh,Una,177031,22.0,3.791666666666666,MoM Spike
2025-11,Jammu And Kashmir,Baramula,193402,173.9,3.926760563380282,MoM Spike
2025-10,Jammu And Kashmir,Doda,182143,104.3,4.345177664974618,MoM Spike
2025-10,Jammu And Kashmir,Doda,182203,364.3,4.256115107913669,MoM Spike
2025-10,Jammu And Kashmir,Doda,182221,106.30000000000001,3.5084033613445382,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194102,27.1,7.264705882352941,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194103,38.6,5.827586206896551,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194105,31.400000000000002,7.526315789473684,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194109,21.9,5.735294117647058,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194301,30.299999999999997,7.694444444444443,MoM Spike
2025-09,Jammu And Kashmir,Kargil,194302,19.2,5.3125,MoM Spike
2025-09,Jammu And Kashmir,Leh,194106,18.8,5.1875,MoM Spike
2025-09,Jammu And Kashmir,Leh,194201,14.4,4.133333333333334,MoM Spike
2025-09,Jammu And Kashmir,Leh,194401,34.900000000000006,8.447368421052634,MoM Spike
2025-07,Jammu And Kashmir,Pulwama,192121,53.0,4.2941176470588225,MoM Spike
2025-10,Jammu And Kashmir,Pulwama,192305,34.5,5.120689655172414,MoM Spike
2025-11,Jammu And Kashmir,Ramban,182143,133.0,3.589041095890411,MoM Spike
2025-09,Jammu And Kashmir,Reasi,182320,27.7,3.629032258064516,MoM Spike
2025-11,Jharkhand,Bokaro,828401,13.3,3.4687500000000004,MoM Spike
2025-09,Jharkhand,Bokaro,829114,64.0,3.3333333333333335,MoM Spike
2025-07,Jharkhand,Chatra,825103,497.70000000000005,5.544619422572179,MoM Spike
2025-11,Jharkhand,Deoghar,814116,22.2,4.948717948717949,MoM Spike
2025-07,Jharkhand,Dhanbad,828109,716.6,6.716129032258065,MoM Spike
2025-07,Jharkhand,Dhanbad,828201,262.7,4.757641921397379,MoM Spike
2025-11,Jharkhand,Dhanbad,828206,9.3,3.681818181818182,MoM Spike
2025-09,Jharkhand,Dumka,814102,133.0,3.4370860927152314,MoM Spike
2025-09,Jharkhand,Dumka,814103,108.5,4.165094339622641,MoM Spike
2025-09,Jharkhand,Dumka,814111,18.0,3.5238095238095237,MoM Spike
2025-07,Jharkhand,Giridih,815301,433.7,3.873318385650224,MoM Spike
2025-07,Jharkhand,Giridih,815312,695.9,4.557416267942584,MoM Spike
2025-09,Jharkhand,Giridih,825324,255.9,3.8108614232209734,MoM Spike
2025-11,Jharkhand,Godda,814102,14.100000000000001,5.863636363636364,MoM Spike
2025-11,Jharkhand,Godda,816102,34.7,5.490909090909091,MoM Spike
2025-09,Jharkhand,Gumla,835208,248.20000000000002,3.46594982078853,MoM Spike
2025-07,Jharkhand,Gumla,835227,212.8,4.426395939086294,MoM Spike
2025-09,Jharkhand,Hazaribag,825301,31.3,4.568965517241379,MoM Spike
2025-09,Jharkhand,Pakaur,816107,86.1,3.9488636363636362,MoM Spike
2025-09,Jharkhand,Pakur,816102,54.9,5.076086956521738,MoM Spike
2025-09,Jharkhand,Palamau,822113,53.300000000000004,4.221153846153847,MoM Spike
2025-07,Jharkhand,Ranchi,834003,113.6,4.2568807339449535,MoM Spike
2025-07,Jharkhand,Ranchi,834005,142.10000000000002,8.056962025316457,MoM Spike
2025-07,Jharkhand,Ranchi,835222,208.2,5.378048780487805,MoM Spike
2025-09,Jharkhand,Sahebganj,816116,121.2,4.875,MoM Spike
2025-09,Jharkhand,Sahebganj,816129,75.30000000000001,6.336538461538462,MoM Spike
2025-09,Jharkhand,Sahibganj,816101,76.0,4.923076923076923,MoM Spike
2025-05,Karnataka,Bagalkot,587313,246.0,4.277777777777777,MoM Spike
2025-09,Karnataka,Bagalkot *,587313,21.5,3.687499999999999,MoM Spike
2025-09,Karnataka,Ballari,583212,62.3,7.115384615384615,MoM Spike
2025-09,Karnataka,Belagavi,591101,27.700000000000003,3.9482758620689653,MoM Spike
2025-09,Karnataka,Belagavi,591223,12.5,3.5,MoM Spike
2025-09,Karnataka,Belgaum,591220,64.80000000000001,4.576271186440679,MoM Spike
2025-09,Karnataka,Bellary,583124,25.7,4.34,MoM Spike
2025-09,Karnataka,Bellary,583128,61.3,10.124999999999998,MoM Spike
2025-09,Karnataka,Bellary,583212,118.60000000000001,5.719101123595506,MoM Spike
2025-04,Karnataka,Bengaluru,560043,250.9,3.498214285714286,MoM Spike
2025-12,Karnataka,Bengaluru South,562117,22.599999999999998,3.916666666666666,MoM Spike
2025-10,Karnataka,Bengaluru South,562160,12.5,9.384615384615383,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560016,158.0,8.9375,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560032,168.5,8.162162162162161,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560035,91.5,5.607142857142857,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560036,143.0,5.857142857142857,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560037,130.5,5.921052631578948,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560066,135.0,7.0,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560068,254.5,3.688073394495413,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560077,160.0,6.318181818181818,MoM Spike
2025-06,Karnataka,Bengaluru Urban,560100,167.0,6.813953488372093,MoM Spike
2025-09,Karnataka,Bijapur,586121,32.1,3.4729729729729732,MoM Spike
2025-09,Karnataka,Bijapur,586124,40.900000000000006,6.482142857142858,MoM Spike
2025-09,Karnataka,Chamrajanagar,571439,107.8,6.351351351351351,MoM Spike
2025-09,Karnataka,Chamrajanagar,571444,122.0,4.913461538461538,MoM Spike
2025-09,Karnataka,Chamrajanagar,571457,32.400000000000006,5.185185185185186,MoM Spike
2025-09,Karnataka,Chamrajanagar,571490,27.700000000000003,5.833333333333334,MoM Spike
2025-07,Karnataka,Dakshina Kannada,574259,20.200000000000003,3.6086956521739135,MoM Spike
2025-07,Karnataka,Dakshina Kannada,575018,34.2,5.068965517241379,MoM Spike
2025-07,Karnataka,Dakshina Kannada,575020,48.6,5.048780487804878,MoM Spike
2025-11,Karnataka,Davanagere,577534,6.2,3.5,MoM Spike
2025-09,Karnataka,Davanagere,577601,17.1,4.027777777777779,MoM Spike
2025-09,Karnataka,Gadag,582114,106.0,3.495798319327731,MoM Spike
2025-09,Karnataka,Gadag,582118,163.70000000000002,3.475543478260869,MoM Spike
2025-05,Karnataka,Gadag,582120,100.6,3.495575221238938,MoM Spike
2025-09,Karnataka,Mysore,571110,19.1,4.025,MoM Spike
2025-07,Karnataka,Mysore,571134,23.400000000000002,3.8800000000000003,MoM Spike
2025-07,Karnataka,Mysuru,570016,41.0,3.375,MoM Spike
2025-07,Karnataka,Mysuru,570017,38.0,3.642857142857143,MoM Spike
2025-07,Karnataka,Mysuru,570023,60.7,3.746153846153846,MoM Spike
2025-07,Karnataka,Mysuru,571134,39.0,5.451612903225806,MoM Spike
2025-09,Karnataka,Shimoga,577419,24.5,4.312499999999999,MoM Spike
2025-09,Karnataka,Shimoga,577427,47.300000000000004,4.488636363636363,MoM Spike
2025-09,Karnataka,Tumakuru,572124,13.6,3.8666666666666667,MoM Spike
2025-11,Karnataka,Tumakuru,572225,6.1000000000000005,3.4375,MoM Spike
2025-12,Karnataka,Udupi,574108,34.5,7.2558139534883725,MoM Spike
2025-09,Karnataka,Udupi,576215,30.200000000000003,4.03225806451613,MoM Spike
2025-09,Karnataka,Udupi,576221,49.0,3.901960784313725,MoM Spike
2025-12,Karnataka,Uttara Kannada,581328,4.4,3.5000000000000004,MoM Spike
2025-05,Karnataka,Uttara Kannada,581344,13.4,3.8000000000000003,MoM Spike
2025-09,Karnataka,Vijayanagara,583131,50.900000000000006,3.633928571428571,MoM Spike
2025-09,Karnataka,Vijayanagara,583134,23.3,4.062499999999999,MoM Spike
2025-05,Karnataka,Vijayanagara,583135,18.2,3.3636363636363633,MoM Spike
2025-04,Karnataka,Vijayanagara,583136,30.400000000000002,5.541666666666666,MoM Spike
2025-09,Karnataka,Vijayanagara,583212,29.0,7.333333333333333,MoM Spike
2025-09,Karnataka,Vijayanagara,583213,21.1,4.022727272727273,MoM Spike
2025-09,Karnataka,Vijayanagara,583219,25.1,4.437499999999999,MoM Spike
2025-09,Karnataka,Vijayapura,586121,39.6,3.511111111111111,MoM Spike
2025-07,Kerala,Ernakulam,682030,51.8,3.8,MoM Spike
2025-12,Kerala,Idukki,685595,35.900000000000006,4.054794520547945,MoM Spike
2025-05,Kerala,Malappuram,679325,197.4,3.3318777292576414,MoM Spike
2025-09,Ladakh,Kargil,194102,32.4,9.4375,MoM Spike
2025-09,Ladakh,Kargil,194103,40.0,7.91304347826087,MoM Spike
2025-09,Ladakh,Kargil,194105,37.6,10.352941176470589,MoM Spike
2025-09,Ladakh,Kargil,194109,16.3,4.088235294117647,MoM Spike
2025-09,Ladakh,Kargil,194301,29.1,8.40625,MoM Spike
2025-09,Ladakh,Leh,194401,14.5,4.166666666666667,MoM Spike
2025-10,Ladakh,Leh,194404,4.4,3.5000000000000004,MoM Spike
2025-07,Madhya Pradesh,Alirajpur,457993,356.9,20.303571428571427,MoM Spike
2025-04,Madhya Pradesh,Anuppur,484334,284.6,4.269372693726938,MoM Spike
2025-12,Madhya Pradesh,Balaghat,481332,216.60000000000002,3.514522821576764,MoM Spike
2025-04,Madhya Pradesh,Betul,460553,41.0,3.375,MoM Spike
2025-06,Madhya Pradesh,Burhanpur,450332,560.5,3.5502431118314424,MoM Spike
2025-12,Madhya Pradesh,Chhindwara,480105,115.80000000000001,3.3259259259259264,MoM Spike
2025-07,Madhya Pradesh,East Nimar,450661,275.3,4.116666666666667,MoM Spike
2025-11,Madhya Pradesh,Harda *,461444,8.0,4.625,MoM Spike
2025-05,Madhya Pradesh,Indore,453332,12.0,3.3333333333333335,MoM Spike
2025-11,Madhya Pradesh,Mandsaur,458771,22.900000000000002,7.241379310344829,MoM Spike
2025-09,Madhya Pradesh,Mauganj,486331,35.9,11.299999999999999,MoM Spike
2025-09,Madhya Pradesh,Narmadapuram,461771,30.0,8.117647058823529,MoM Spike
2025-09,Madhya Pradesh,Narmadapuram,461775,24.8,5.142857142857143,MoM Spike
2025-09,Madhya Pradesh,Narmadapuram,461990,31.2,7.944444444444444,MoM Spike
2025-09,Madhya Pradesh,Narsimhapur,487001,76.9,5.282258064516129,MoM Spike
2025-09,Madhya Pradesh,Narsimhapur,487118,58.5,4.312499999999999,MoM Spike
2025-11,Madhya Pradesh,Narsimhapur,487441,12.600000000000001,8.066666666666668,MoM Spike
2025-09,Madhya Pradesh,Narsimhapur,487881,23.0,3.999999999999999,MoM Spike
2025-11,Madhya Pradesh,Neemuch,458336,46.0,4.222222222222222,MoM Spike
2025-04,Madhya Pradesh,Raisen,464551,626.7,4.844506517690876,MoM Spike
2025-11,Madhya Pradesh,Ratlam,457331,154.0,4.595667870036101,MoM Spike
2025-11,Madhya Pradesh,Ujjain,456664,86.6,3.921348314606741,MoM Spike
2025-11,Madhya Pradesh,Ujjain,456776,121.60000000000001,3.884462151394422,MoM Spike
2025-09,Maharashtra,Ahmadnagar,412210,14.100000000000001,4.033333333333334,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413703,119.7,4.587962962962963,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413704,132.8,4.106870229007633,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413707,168.4,12.661290322580644,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413710,172.60000000000002,4.710526315789474,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413711,89.2,3.797872340425532,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413712,23.6,3.9200000000000004,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413713,55.3,4.63,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413714,140.60000000000002,4.363636363636364,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413715,233.1,5.0025641025641026,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413719,90.9,3.7864583333333335,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413721,102.8,3.896226415094339,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413723,74.60000000000001,5.40677966101695,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413725,126.4,3.9379844961240313,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413726,105.8,3.9444444444444438,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413736,100.80000000000001,4.850574712643678,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413737,72.60000000000001,7.177777777777779,MoM Spike
2025-09,Maharashtra,Ahmadnagar,413738,110.20000000000002,3.9642857142857144,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414005,123.0,3.4285714285714284,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414006,135.3,5.195454545454546,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414302,144.4,3.630573248407643,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414303,39.699999999999996,3.845238095238095,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414307,75.4,5.945454545454546,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414401,299.00000000000006,3.4776119402985084,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414601,143.4,6.009708737864078,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414604,135.60000000000002,3.678082191780822,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414605,33.0,4.3125,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414606,74.2,4.295774647887324,MoM Spike
2025-09,Maharashtra,Ahmadnagar,414701,176.8,4.7727272727272725,MoM Spike
2025-09,Maharashtra,Ahmadnagar,422603,117.9,5.257894736842106,MoM Spike
2025-09,Maharashtra,Ahmadnagar,422605,989.2,5.857340720221607,MoM Spike
2025-09,Maharashtra,Ahmadnagar,422608,40.00000000000001,6.321428571428572,MoM Spike
2025-09,Maharashtra,Ahmadnagar,422611,108.9,4.283653846153847,MoM Spike
2025-09,Maharashtra,Ahmadnagar,422622,227.4,6.664429530201342,MoM Spike
2025-12,Maharashtra,Ahmadnagar,423607,26.800000000000004,4.245283018867925,MoM Spike
2025-09,Maharashtra,Ahmed Nagar,413714,18.7,4.7941176470588225,MoM Spike
2025-12,Maharashtra,Ahmed Nagar,413738,4.8,4.8,MoM Spike
2025-09,Maharashtra,Ahmed Nagar,422603,37.1,10.906249999999998,MoM Spike
2025-09,Maharashtra,Ahmed Nagar,422605,82.10000000000001,13.839285714285715,MoM Spike
2025-09,Maharashtra,Akola,444502,91.80000000000001,3.833333333333334,MoM Spike
2025-09,Maharashtra,Bhandara,441806,53.300000000000004,3.601694915254237,MoM Spike
2025-09,Maharashtra,Bhandara,441908,115.7,4.954081632653061,MoM Spike
2025-09,Maharashtra,Bid,431122,43.5,10.710526315789474,MoM Spike
2025-09,Maharashtra,Bid,431131,19.9,4.225,MoM Spike
2025-09,Maharashtra,Bid,431517,21.5,5.617647058823529,MoM Spike
2025-09,Maharashtra,Buldana,443001,58.300000000000004,8.564516129032258,MoM Spike
2025-09,Maharashtra,Buldana,443101,37.8,5.928571428571427,MoM Spike
2025-12,Maharashtra,Buldana,443102,8.9,4.2105263157894735,MoM Spike
2025-09,Maharashtra,Buldana,443201,54.4,4.036363636363636,MoM Spike
2025-09,Maharashtra,Buldana,443203,31.1,9.03125,MoM Spike
2025-09,Maharashtra,Buldana,443302,20.4,6.133333333333333,MoM Spike
2025-09,Maharashtra,Buldana,443402,33.400000000000006,6.166666666666667,MoM Spike
2025-09,Maharashtra,Buldana,444203,24.6,3.9230769230769234,MoM Spike
2025-09,Maharashtra,Buldana,444301,19.8,4.777777777777778,MoM Spike
2025-11,Maharashtra,Buldana,444301,16.400000000000002,5.214285714285715,MoM Spike
2025-09,Maharashtra,Buldana,444303,79.4,5.7,MoM Spike
2025-09,Maharashtra,Buldhana,443106,304.40000000000003,3.3257790368271953,MoM Spike
2025-09,Maharashtra,Buldhana,443303,204.9,3.7224770642201834,MoM Spike
2025-09,Maharashtra,Buldhana,443304,189.10000000000002,3.614077669902913,MoM Spike
2025-11,Maharashtra,Chandrapur,442402,8.0,3.5,MoM Spike
2025-12,Maharashtra,Chandrapur,442505,100.2,4.591160220994475,MoM Spike
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,431001,96.8,6.08695652173913,MoM Spike
2025-09,Maharashtra,Chhatrapati Sambhajinagar,431001,58.199999999999996,4.80392156862745,MoM Spike
2025-09,Maharashtra,Chhatrapati Sambhajinagar,431007,26.5,6.638888888888888,MoM Spike
2025-09,Maharashtra,Chhatrapati Sambhajinagar,431103,15.3,3.7941176470588234,MoM Spike
2025-09,Maharashtra,Chhatrapati Sambhajinagar,431133,15.899999999999999,3.447368421052631,MoM Spike
2025-12,Maharashtra,Dharashiv,413509,3.9,3.9,MoM Spike
2025-11,Maharashtra,Jalgaon,425102,28.700000000000003,4.120689655172415,MoM Spike
2025-09,Maharashtra,Kolhapur,416013,83.80000000000001,3.65934065934066,MoM Spike
2025-09,Maharashtra,Kolhapur,416102,62.900000000000006,3.5642857142857145,MoM Spike
2025-09,Maharashtra,Kolhapur,416103,120.3,3.852,MoM Spike
2025-09,Maharashtra,Kolhapur,416108,34.800000000000004,6.160000000000001,MoM Spike
2025-04,Maharashtra,Kolhapur,416111,53.0,4.1923076923076925,MoM Spike
2025-04,Maharashtra,Kolhapur,416207,62.6,3.416666666666667,MoM Spike
2025-09,Maharashtra,Kolhapur,416232,44.4,4.973684210526315,MoM Spike
2025-09,Maharashtra,Kolhapur,416234,73.80000000000001,3.6750000000000007,MoM Spike
2025-09,Maharashtra,Kolhapur,416507,190.60000000000002,5.220779220779221,MoM Spike
2025-09,Maharashtra,Kolhapur,416508,154.6,4.44055944055944,MoM Spike
2025-09,Maharashtra,Kolhapur,416509,169.20000000000002,3.5508021390374336,MoM Spike
